Longitude,Latitude,Elevation (m),Distance To Nearest Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho Depth (m),Magnetic Anomaly (nT)
-76.97053369386148,7.439192092251272,0.0,298240.6190825557,303240.6190825557,2,31481.535648900954,39.1222
-70.48511789173975,4.930311121632215,125.49019607843137,501870.2998087098,506870.2998087098,1,34284.94643981388,-22.1578
-71.34224150948052,0.5985029526842158,200.7843137254902,524897.2780832539,529897.2780832539,1,31195.053341015493,-90.2392
-75.75538715400805,1.2468544381130657,225.88235294117646,47480.48534526351,52480.48534526351,1,35704.04467274324,61.1434
-73.37523841619918,2.178396108433967,225.88235294117646,286581.2938868668,291581.2938868668,2,32846.588717401224,-21.2345
-73.61847238558202,0.5286076479966209,200.7843137254902,289989.56630634505,294989.56630634505,2,31898.883422677776,39.9267
-70.03478163551446,3.3652576278572193,125.49019607843137,581927.1096820298,586927.1096820298,2,34891.70936286568,-12.7299
-75.04557778353019,6.783571506165547,1556.078431372549,126509.36736940849,131509.3673694085,1,38119.69423329632,-4.9462
-75.0485224401859,2.472332453932659,1932.549019607843,103892.3020415358,108892.3020415358,1,42048.824179059186,16.3089
-78.7818518422896,1.5037766004450699,25.098039215686274,116062.10961799322,121062.10961799322,3,32979.63722040654,31.0515
-75.59959814661028,1.3048837979197403,225.88235294117646,61589.0989959698,66589.0989959698,2,35033.52913681351,47.1536
-72.08795675246925,11.73992897836159,50.19607843137255,747171.6367216995,752171.6367216995,1,30208.846714206786,-64.9444
-75.8555957720615,8.996685052396856,0.0,385119.11014967615,390119.11014967615,1,30088.75531514401,-13.4134
-71.37618515716105,5.796569467566602,150.58823529411765,396860.06830739015,401860.06830739015,1,37358.67144807722,1.1118
-75.44761773381744,6.035975848813013,2334.1176470588234,68993.41278055268,73993.41278055268,2,39604.58932075236,22.6914
-74.03595425721298,6.87584446247366,75.29411764705883,170416.6081882677,175416.6081882677,1,41297.37245406789,19.2893
-75.60463812376697,5.163079328091731,1054.1176470588234,27072.263839284416,32072.263839284416,1,39095.01552467522,1.2007
-70.06312446175629,-3.1038190965443277,75.29411764705883,829467.1007717681,834467.1007717681,1,33001.776154704414,24.2925
-71.49724831514484,6.857525965507772,150.58823529411765,405651.4057437232,410651.4057437232,1,37324.04823665476,-18.9381
-72.3658652552899,3.0815623549368585,200.7843137254902,344584.5462141743,349584.5462141743,2,32293.3685365591,21.1052
-73.2376356100981,0.6577640090014434,376.4705882352941,322218.59308757854,327218.59308757854,1,33871.424603135296,-16.469
-73.11915519229886,-0.8701811933341794,175.68627450980392,408934.3471187287,413934.3471187287,1,31910.79023182737,-1.9849
-68.2259286436493,4.877638172043438,75.29411764705883,750551.0089610938,755551.0089610938,1,36843.862026438095,7.8729
-67.61747600382016,3.5650256678463847,75.29411764705883,843650.1330391461,848650.1330391461,3,35646.736717057895,-1.8552
-75.44544314973315,1.6866304031254593,552.156862745098,53257.391204983105,58257.391204983105,1,38000.40614047357,20.3387
-73.29571190999202,9.13987774205289,1054.1176470588234,429352.06114118156,434352.06114118156,1,36537.46568963187,-27.0881
-69.96062791128995,-1.5137176219680173,75.29411764705883,752950.8276171295,757950.8276171295,2,33266.06389938881,3.9362
-73.20373449666656,4.233622970087264,200.7843137254902,219563.90493642248,224563.90493642248,2,37707.8522496643,-142.7789
-72.05035874199592,0.9387068722940697,200.7843137254902,439617.51894713595,444617.51894713595,1,31238.918839924958,-108.1728
-74.5924137939432,1.4443869946193546,250.98039215686273,151540.70005244145,156540.70005244145,1,33710.35643076243,-41.5933
-69.29660828389783,3.156171979766163,150.58823529411765,666903.8283795564,671903.8283795564,2,36267.33440771461,-47.9824
-69.74713626708832,3.7275977158769065,150.58823529411765,606857.1685268449,611857.1685268449,2,35088.558130277626,-40.9269
-74.72123031137217,0.7567089431339804,250.98039215686273,168304.10064126045,173304.10064126045,2,33539.17160762427,-7.9145
-76.19927144721933,8.15057694000497,75.29411764705883,309972.7894346425,314972.7894346425,1,33287.86174800614,-9.0989
-74.96715394007745,6.888293307209013,1405.4901960784314,137802.39322248934,142802.39322248934,1,37578.63931821953,-6.68
-73.95782040563252,6.7555177878868715,75.29411764705883,165565.9487944515,170565.9487944515,1,41882.582924616036,22.2978
-77.23441953428024,4.424654865439804,50.19607843137255,198826.0515920373,203826.0515920373,1,35873.30346776865,-26.1609
-68.29073364022446,5.862876811306618,75.29411764705883,738233.6923654709,743233.6923654709,1,38209.13920217446,37.5975
-75.07361975064147,5.805250633965498,1229.8039215686274,21439.359974112278,26439.359974112278,1,40051.08593274919,25.0742
-76.90895964040313,5.558829251036123,125.49019607843137,175475.9384520583,180475.9384520583,2,33439.27487640937,15.9408
-72.93788928488435,0.6469940840257102,276.078431372549,353692.42327191186,358692.42327191186,1,35247.93774545184,-75.104
-70.06391261041404,-1.3243790054506155,100.3921568627451,734211.7537774597,739211.7537774597,2,33211.226433325726,-10.5053
-75.17658935988173,6.142823774939602,2032.9411764705883,59903.954776198756,64903.954776198756,1,39743.04723042316,23.7359
-72.71280909123426,1.2013886868777526,200.7843137254902,361753.202637617,366753.202637617,1,33074.99230897832,-103.972
-74.70298301149955,9.723866276687977,0.0,453985.7566621206,458985.7566621206,1,37842.63075996503,-7.5618
-73.88078396444801,-0.6928358556299763,175.68627450980392,329014.2616366683,334014.2616366683,1,31605.061384650227,-7.8866
-72.66463047935855,10.908496208448932,501.96078431372547,637001.0514737561,642001.0514737561,1,31732.240375563426,-54.1564
-74.01415691357981,2.1176914356193732,276.078431372549,215490.91388684354,220490.91388684354,2,33708.6060647127,3.7262
-76.88059634356522,2.4085713992955844,1254.9019607843138,46680.18586494217,51680.18586494217,2,39496.13088265363,-71.3469
-74.60721102966981,9.55395989274557,50.19607843137255,435946.10219568247,440946.10219568247,1,38292.346569750196,-18.4947
-70.75274264384947,0.13441960443735912,301.1764705882353,602082.909356975,607082.909356975,1,32531.238229100065,-58.9663
-71.16184516546298,0.39770487771967744,200.7843137254902,550087.4240195438,555087.4240195438,1,31211.207746392753,-70.4575
-74.68896827479415,5.500978001199218,150.58823529411765,34220.38888113133,39220.38888113133,1,39620.27837255216,7.5064
-70.20961221574919,-1.121505246990126,100.3921568627451,710841.1963180162,715841.1963180162,2,33167.69848765731,-10.0727
-75.78971061619383,7.403191271507673,1129.4117647058824,215514.03217461478,220514.03217461478,1,36724.71170574104,-68.9543
-72.12933099962135,1.4008553205043102,200.7843137254902,423133.2875935006,428133.2875935006,1,31067.853131616284,-38.9654
-70.22490447517127,-3.651268214701516,125.49019607843137,851696.4367704695,856696.4367704695,1,33108.48261372141,19.4211
-73.1770644202158,0.6287099577052286,451.7647058823529,329676.0187710864,334676.0187710864,1,34351.987252747305,-28.3281
-70.9557283741862,0.3830189258288126,200.7843137254902,572589.005454396,577589.005454396,1,31982.129204351088,-63.0253
-69.527994955296,3.87022720333875,150.58823529411765,629252.8732445608,634252.8732445608,3,35110.38505504626,-29.7312
-74.83474844770416,9.130280989052725,25.098039215686274,387344.25739920896,392344.25739920896,1,36623.322989396656,10.7568
-71.12292585354406,3.2724312235753263,200.7843137254902,466884.9200206798,471884.9200206798,2,35043.939515510385,-10.5786
-77.05508492089406,4.534161044159912,75.29411764705883,177031.66599335146,182031.66599335146,1,36383.10833898031,-14.3083
-76.67230289696315,7.952629645694008,0.0,318353.03910724656,323353.03910724656,1,32643.25104301498,-60.2321
-74.69507164458322,10.073381298882683,25.098039215686274,492830.3910914046,497830.3910914046,1,37275.17336150139,-16.032
-72.34521635893773,-0.29270801191129614,150.58823529411765,456137.68335866777,461137.68335866777,2,33748.19286450827,-46.3083
-70.1620224752898,4.009449334784769,175.68627450980392,557819.9068596956,562819.9068596956,3,34068.69470945547,-43.7208
-70.48670044497013,6.924562645432118,100.3921568627451,514352.39069137146,519352.39069137146,1,33519.43198142996,-41.2735
-71.05998292341683,3.483394124003473,200.7843137254902,467906.94666053506,472906.94666053506,2,34906.219334647234,45.5415
-68.72838352797152,5.370813450463441,100.3921568627451,690417.8260482864,695417.8260482864,1,37137.40243728713,34.4185
-76.76932409973261,2.778684280380732,1631.3725490196077,66364.85595990065,71364.85595990065,9,38880.2274000122,-17.8462
-73.01415331783708,-1.3941363450500206,150.58823529411765,452965.8225160008,457965.8225160008,1,31195.289836198346,-15.8846
-72.84717350676075,7.437852936674952,2560.0,306660.21762283513,311660.21762283513,1,45487.3030504754,11.0728
-72.38040585093574,1.418512063682889,225.88235294117646,395163.4164705119,400163.4164705119,1,31608.595102309406,-59.899
-74.62189897058646,1.0876424017814292,225.88235294117646,162311.44648030557,167311.44648030557,1,33707.796829515646,-32.7715
-74.1147267282473,6.8729740085005755,75.29411764705883,165082.11514450453,170082.11514450453,1,40530.44073530656,18.6246
-74.28855846057817,0.901917499718536,225.88235294117646,204720.4999640243,209720.4999640243,1,31889.472781930985,-38.8214
-76.2870663111898,8.846114607365836,75.29411764705883,384448.96092979825,389448.96092979825,1,29607.71204709587,2.9401
-74.48795485005219,4.7828701688255535,1254.9019607843138,87509.38049628584,92509.38049628584,2,45757.627117696145,13.8556
-70.80119995302874,2.4413117295996596,326.27450980392155,532215.1752710894,537215.1752710894,2,34833.63666264929,-2.2623
-71.06714218810036,1.0910288374887234,225.88235294117646,544437.7321994231,549437.7321994231,1,33157.07389517165,18.2191
-75.54689035921642,8.081301785079257,75.29411764705883,278106.67287999584,283106.67287999584,1,35663.45475943758,13.4021
-76.06144248434683,8.681711269048503,25.098039215686274,358438.9092964468,363438.9092964468,1,31062.950730687448,-5.8689
-72.95565653880486,2.513159596741616,175.68627450980392,323636.3062308207,328636.3062308207,2,31565.60650620297,21.5711
-72.04354496806839,5.344451307678513,175.68627450980392,324580.4776868294,329580.4776868294,1,38079.55242609521,31.5478
-77.16657534081197,0.405700695712774,351.37254901960785,55906.54240230373,60906.54240230373,1,42812.12047157376,-9.7549
-68.97156311437655,2.8486868569172055,100.3921568627451,709852.8065629891,714852.8065629891,2,36029.48931896566,-40.8097
-75.18564402694535,2.681254291456119,2560.0,96582.28581743006,101582.28581743006,2,44206.67648073089,0.5659
-71.52462341050207,1.773682805469111,200.7843137254902,488446.3954302869,493446.3954302869,1,32735.643163684304,41.7184
-70.84497796548455,2.8160620563091046,150.58823529411765,511926.9485032999,516926.9485032999,2,34490.712380018405,-52.3826
-71.36244555161099,2.1458587224574943,175.68627450980392,491988.91967187927,496988.91967187927,2,33959.75751416581,80.8095
-77.76741804329319,2.2200371977230846,75.29411764705883,119869.65795241237,124869.65795241237,4,32571.785334676042,-44.7089
-72.16557849678087,-0.07434794618734664,175.68627450980392,464382.4761384948,469382.4761384948,2,33342.800147756054,-11.3321
-70.66411727298444,-3.763421898806591,75.29411764705883,822624.7406487708,827624.7406487708,1,32807.69521050969,21.5708
-76.60774242625695,4.223205323856641,401.5686274509804,138569.3201395234,143569.3201395234,2,34971.8192034569,7.2777
-74.46141254566808,8.812275126103328,0.0,356010.95962305815,361010.95962305815,1,36891.28043672006,-52.2106
-71.58019053132804,1.6237259499510266,225.88235294117646,482514.399110856,487514.399110856,1,32343.572229069305,28.381
-72.77160383279033,-2.326395998570648,100.3921568627451,542947.3491711754,547947.3491711754,1,31619.474337127813,38.7826
-76.47081148061494,4.150376219789694,2183.529411764706,125940.13137436012,130940.13137436012,1,33454.89516694741,26.3806
-76.21001797582647,6.653141532332963,2409.4117647058824,177657.44236945533,182657.44236945533,2,35475.80439954938,-12.4632
-73.67328640937393,6.902809379729717,150.58823529411765,199156.29379688995,204156.29379688995,1,43411.083246943235,19.182
-73.38055834166511,0.26142611754873357,175.68627450980392,326997.58358863875,331997.58358863875,2,34263.22867175248,37.6855
-73.40094001556415,7.3242886951013855,175.68627450980392,253712.80263753684,258712.80263753684,1,41586.69790401035,43.6286
-72.60068004175581,-0.48920484741057635,301.1764705882353,438493.3955337074,443493.3955337074,1,33555.389976469276,-33.2619
-74.74643519150288,9.98914018257283,25.098039215686274,483171.69959675916,488171.69959675916,1,37378.72224976136,-11.215
-77.58898639699339,7.272411902737682,276.078431372549,336566.1892188525,341566.1892188525,1,29798.663205472203,52.7909
-75.76412924211355,3.8492595834420964,3488.627450980392,82339.90768445376,87339.90768445376,1,41503.995692502205,-29.0549
-71.68346768412138,3.3736111724405973,225.88235294117646,403978.54793264566,408978.54793264566,2,36054.72563681504,-24.6504
-76.04064995933835,1.384330298272844,1029.0196078431372,27795.317418081344,32795.317418081344,1,40424.07717690038,-15.643
-75.66352539652232,6.6452983976307785,2936.470588235294,135354.2143043905,140354.2143043905,1,38324.7010231649,-13.9963
-74.5286702851224,0.6015165119429211,200.7843137254902,193940.77589289256,198940.77589289256,1,32851.516117865496,-14.5891
-72.6969075893326,3.4032225789955444,200.7843137254902,296563.22653344483,301563.22653344483,2,32234.653220802982,18.5511
-67.01000023857158,1.4861837684853718,100.3921568627451,962925.7231636033,967925.7231636033,2,35047.372866185324,-24.3958
-72.96370773788134,1.818766448989293,250.98039215686273,328567.4019756636,333567.4019756636,1,32473.078461219382,15.903
-77.63368422220582,1.2218790730920936,2610.1960784313724,17838.390168499092,22838.390168499092,1,45142.1476589045,-16.2676
-75.62453148576195,8.29564905024627,50.19607843137255,303290.2802132911,308290.2802132911,1,34969.47203199103,1.5263
-75.86267404844926,7.176657205864652,2434.5098039215686,196980.45838269143,201980.45838269143,1,37465.272348100785,-58.7423
-73.496804384123,2.995140344234744,225.88235294117646,243136.18086667638,248136.18086667638,2,35193.805634913486,54.414
-72.58778433644137,0.07968701269362022,125.49019607843137,414713.6805842448,419713.6805842448,2,35624.77505700958,25.5411
-74.94811734719693,1.5334439609926314,200.7843137254902,110785.54139534528,115785.54139534528,1,34664.91314037262,-9.0055
-75.18130547116942,9.837890391426178,426.6666666666667,466417.59960273735,471417.59960273735,1,33398.862324262416,-4.7031
-70.53313483535979,-0.784936432716679,125.49019607843137,662215.3148845051,667215.3148845051,2,33032.90797429672,-22.2368
-73.91146650127457,5.036804477766312,3011.7647058823527,134578.10489658575,139578.10489658575,2,47669.56192194213,15.1135
-74.80484272352753,6.527289354222344,928.6274509803922,99154.67616587784,104154.67616587784,1,36805.70171215938,19.5438
-76.71114566660508,2.019993811883296,3237.6470588235293,16331.497850286549,21331.49785028655,1,45026.90730737192,-27.9219
-70.00712880866125,-3.7842640640562233,100.3921568627451,879794.1937760635,884794.1937760635,1,33066.63096716704,11.7205
-74.68733119399653,3.461592398948566,2309.0196078431372,117508.23678846164,122508.23678846164,2,46040.8054508961,0.2914
-76.06796450274635,9.312867117423817,0.0,425310.8952837166,430310.8952837166,1,26886.968803560914,-11.0341
-70.36626518712107,2.7129966671596435,175.68627450980392,565828.1179086511,570828.1179086511,2,34531.92833885219,-26.2658
-73.8286770176116,10.029912736920659,225.88235294117646,502813.92758515495,507813.92758515495,1,34121.74978127929,66.1342
-71.4890438176315,6.626683056895589,175.68627450980392,398841.68141058175,403841.68141058175,1,36434.10415429772,-44.2179
-72.53297502970409,0.1590216725125453,150.58823529411765,416320.92424500873,421320.92424500873,2,35524.31610998391,33.3936
-74.35179734943556,8.001788688100486,476.8627450980392,270095.7243387506,275095.7243387506,1,40558.07976908498,-7.0361
-76.18682009890041,1.798576881044391,1606.2745098039215,12944.553906511743,17944.55390651174,5,45866.3670462447,-16.2253
-76.50376032267772,2.899226840792429,1430.5882352941176,52839.076361523184,57839.076361523184,1,41336.98344656364,8.2231
-69.87233969698121,2.5192136467792734,150.58823529411765,624741.6744592589,629741.6744592589,2,35314.24278294711,-8.6657
-72.88232693868227,11.225074724912885,75.29411764705883,660770.6705230684,665770.6705230684,1,31329.289681097416,-42.8534
-70.73807744326837,6.611037441928955,100.3921568627451,478871.3624103069,483871.3624103069,1,34113.881614937745,-69.3974
-71.5822624451478,2.321339263529591,200.7843137254902,461046.022399143,466046.022399143,2,34227.236029617576,90.511
-70.90151660046564,4.953973298123817,125.49019607843137,455952.3387947202,460952.3387947202,1,34735.39488085248,-14.2438
-74.6989405594398,0.2015331953236119,175.68627450980392,196676.98502028856,201676.98502028856,1,32636.889726742284,4.2645
-71.19213823903982,-1.2798324257207088,125.49019607843137,617715.4378195743,622715.4378195743,1,32146.44113076045,-48.5848
-74.41497464456054,9.804675461816501,100.3921568627451,465972.0127229824,470972.0127229824,1,39553.71613351392,-16.6911
-74.52895375277411,2.1600172684299404,326.27450980392155,160689.64936131734,165689.64936131734,2,33404.72105441654,13.5404
-71.7519623416051,6.177108034822584,225.88235294117646,359649.42281552526,364649.42281552526,1,36998.21019040851,-111.2085
-73.16518753874554,4.77612376745579,602.3529411764706,221186.80698376577,226186.80698376577,2,37892.58871227923,-58.0896
-75.71036973820823,1.7905965445311391,1932.549019607843,23524.92826667452,28524.92826667452,1,40948.8158007509,-14.0738
-74.02291581467956,-0.781260784470097,175.68627450980392,323438.2169531608,328438.2169531608,1,31219.448655610126,-15.238
-75.075123665705,5.0480621851485115,1857.2549019607843,24324.494934861807,29324.494934861807,1,44735.30918304203,22.989
-72.76860708547976,6.503205825091996,2058.0392156862745,260256.60591088329,265256.6059108833,1,39094.71532810227,-37.257
-74.60723811880564,6.2735214839251565,150.58823529411765,79652.13511599305,84652.13511599305,1,36969.257950263986,31.2216
-78.57214643574706,1.9119092798788975,25.098039215686274,130616.08624971869,135616.08624971868,3,32869.243219237134,20.5947
-70.60517429334088,-0.6975966417009958,125.49019607843137,650848.090390164,655848.090390164,2,32911.99033435973,-16.6669
-73.99881061650503,10.976303304641407,1480.7843137254902,601726.4173994908,606726.4173994908,1,25873.962187339515,-42.2624
-71.32113021645532,3.996010371180338,150.58823529411765,429940.4459383521,434940.4459383521,2,35172.99023998234,-54.0299
-72.17979886428516,2.67037032265842,200.7843137254902,384153.3442553968,389153.3442553968,2,34077.7732778454,43.9558
-76.81589690508729,3.733381865525052,1681.5686274509803,125464.05744085656,130464.05744085656,1,34888.79716345037,-16.7198
-73.41623444243083,2.0156403280806794,276.078431372549,279666.6471643594,284666.6471643594,1,32795.37957373189,-13.7425
-71.67461833954533,-1.257815162837876,150.58823529411765,568914.5341345619,573914.5341345619,1,32231.863184362737,-39.4987
-72.17814412130228,5.208711703856393,175.68627450980392,311813.27733603923,316813.27733603923,1,38073.226313820596,23.9403
-71.07558568637877,4.396219216479562,150.58823529411765,452254.3972927778,457254.3972927778,3,34710.512755276664,-11.3653
-73.78388457425427,3.352749676909866,376.4705882352941,193422.67368647805,198422.67368647805,2,35594.56295011339,-12.1376
-68.24459516352535,3.0553479302462856,100.3921568627451,783567.9929739563,788567.9929739563,2,33734.75144385675,17.8523
-68.6022921471789,3.7278948940095864,100.3921568627451,733035.6573906826,738035.6573906826,3,34696.101182888015,13.5502
-75.68808711166922,8.397677665929328,50.19607843137255,316018.420728262,321018.420728262,1,34299.69144741987,-4.6127
-72.88493408255505,-2.134389091151021,150.58823529411765,518898.45388567843,523898.45388567843,1,31395.77491122821,29.8663
-67.96060541669426,4.167753292589465,100.3921568627451,792723.3650596233,797723.3650596233,1,36419.75369317504,-152.3322
-69.3273377026212,3.5359592169071465,125.49019607843137,655939.9847767263,660939.9847767263,2,35475.92879124506,-53.9765
-69.565872040501,4.266233994243233,150.58823529411765,617010.5050566734,622010.5050566734,1,35045.50547505829,-39.5616
-72.31532765763993,6.158728829684579,2133.3333333333335,297958.7584784027,302958.7584784027,1,40562.82283244345,-62.1021
-72.01430952048804,-1.611080567557035,125.49019607843137,556828.7478359607,561828.7478359607,1,32578.101679348394,-12.7228
-72.18364986163331,-1.1999041299357125,125.49019607843137,516498.00801348995,521498.00801348995,1,32141.443516279254,-25.0275
-77.30036341738007,7.465285257761227,25.098039215686274,328052.4018106862,333052.4018106862,3,30347.389462093022,90.8505
-70.76287460229291,1.922818515874007,150.58823529411765,562080.4468434409,567080.4468434409,2,34560.628320248594,39.1486
-71.56316683683168,-2.0392708747405814,125.49019607843137,625082.4443893892,630082.4443893892,1,32666.838849933494,3.9523
-73.26675284635121,8.172966946686156,1480.7843137254902,337189.1511346191,342189.1511346191,1,40617.62246149767,28.2574
-67.79349843509628,5.542854483123442,75.29411764705883,793169.4549076598,798169.4549076598,1,36786.25352820595,-9.914
-73.33879587542053,5.464108943774955,2585.098039215686,180602.47879146718,185602.47879146718,1,42549.26180779795,1.7773
-68.19473913958315,4.381426824887839,100.3921568627451,762510.0304398155,767510.0304398155,1,36805.76028729773,23.5091
-69.78085386498987,3.0087508774498097,175.68627450980392,618381.0731112402,623381.0731112402,2,35861.15768245673,-5.3012
-77.33970737083968,0.9654457934828367,3413.3333333333335,16165.117049835855,21165.117049835855,2,50991.68267020711,-16.6984
-72.48981489060932,4.065840010525438,175.68627450980392,300276.26832271396,305276.26832271396,2,34547.832658112355,-83.1037
-71.03493072653755,2.8138761219337853,150.58823529411765,492273.12915774854,497273.12915774854,2,34746.628156318366,-62.2512
-67.98449209658477,3.8215860959906056,75.29411764705883,799226.0419047944,804226.0419047944,3,35668.930064120344,-12.4804
-75.19747463990923,4.349184354998679,928.6274509803922,5952.7812375825615,10952.781237582562,2,45119.66574635462,-21.0472
-71.83277224578434,-2.2090746167714035,100.3921568627451,612142.901762077,617142.901762077,1,32481.129228490634,13.6939
-74.69180181635242,1.5849137632248613,225.88235294117646,137781.2454152738,142781.2454152738,1,34043.372612678846,-33.1866
-76.44210397423241,6.7239727467616,928.6274509803922,202802.38514950388,207802.38514950388,3,33558.22762088985,18.2405
-71.23435589644194,-0.659588243104531,150.58823529411765,586107.0572301798,591107.0572301798,2,31410.15802988237,33.8836
-74.30923838496606,7.934147774820515,1154.5098039215686,264058.2095361732,269058.2095361732,1,40981.340936033484,-4.0951
-74.6455453528181,-0.21981331921446756,200.7843137254902,230216.95935738314,235216.95935738314,1,32149.96993825666,-13.0373
-74.28600681375693,5.283690783354933,1280.0,84951.89627457886,89951.89627457886,2,44792.33157336528,20.4219
-70.76380134388644,5.867652692826036,100.3921568627451,464881.9352681032,469881.9352681032,1,35039.63326548949,40.8866
-69.61867804008473,5.7306671381689185,100.3921568627451,591074.959711534,596074.959711534,1,35217.53388409442,-75.0217
-72.73660434141922,3.038715172654496,250.98039215686273,310146.6140157252,315146.6140157252,2,31283.610176054994,78.7667
-68.32033925075497,2.362529224675818,125.49019607843137,794021.5783047575,799021.5783047575,2,33384.17704346493,42.8412
-71.73410261873019,4.630381693424784,125.49019607843137,374787.3579281414,379787.3579281414,1,35105.74019748588,3.0975
-70.72087656847303,7.038596020208857,125.49019607843137,493298.36578086147,498298.36578086147,1,34716.52175518793,-40.2324
-71.40194892692546,6.990129363534104,150.58823529411765,420555.25996737793,425555.25996737793,1,37704.82409696783,-18.728
-70.18844091223644,-0.6476725413331446,100.3921568627451,691014.1208466628,696014.1208466628,1,32959.352964386795,-30.2647
-77.85338828896414,2.53648581407029,0.0,148260.06248593004,153260.06248593004,1,30738.723910067103,-15.0274
-74.46253434347366,9.780310651526513,100.3921568627451,462635.8236363065,467635.8236363065,1,39470.008249431856,-15.3736
-71.51640961424906,1.435005716724504,225.88235294117646,490707.33488353784,495707.33488353784,1,32392.31612577331,31.9095
-78.08113857202916,1.2172876314170091,1129.4117647058824,36042.059173779184,41042.059173779184,2,35460.8139441405,-15.3356
-74.27840233359387,3.542643676557856,2660.392156862745,137827.71364662636,142827.71364662636,2,43745.81563235445,-25.8731
-73.53302782174725,9.93917572829377,50.19607843137255,502268.0488034653,507268.0488034653,1,33169.816355344046,66.3006
-76.18421592608505,5.329598474932771,677.6470588235294,91852.63438441545,96852.63438441545,1,36179.900421912025,69.7598
-76.93309905933394,3.2092504290580646,1280.0,105327.71393635486,110327.71393635486,1,34878.49302180024,-3.7149
-73.56139088866725,1.1743222910026203,225.88235294117646,270004.55406224675,275004.55406224675,1,31077.014165938363,-60.3638
-73.59838086258507,4.154169582867183,376.4705882352941,177145.1825302846,182145.1825302846,2,37674.68127852348,-123.3897
-70.57332230436641,6.031512796701477,100.3921568627451,487108.2692930976,492108.2692930976,1,34249.253427417476,31.1068
-76.28857861831374,2.028446116672809,2083.1372549019607,12029.09253694532,17029.092536945318,7,48457.04201398781,-14.6455
-68.58035342554236,6.022121660931203,75.29411764705883,706927.1368870125,711927.1368870125,1,37324.472716736316,-2.8697
-69.88946410113596,-3.5664509121063896,125.49019607843137,875262.2005702434,880262.2005702434,1,32951.13063464114,15.7295
-74.87958669707383,8.474201738605474,0.0,314270.5665156769,319270.5665156769,1,37661.81833384616,-27.2299
-72.31245765482545,-2.325215325174482,125.49019607843137,579599.9944184633,584599.9944184633,1,31967.088278382198,47.8097
-71.89785405868396,2.0730259116700704,200.7843137254902,446524.0048690009,451524.0048690009,3,32826.72358009189,76.439
-77.21390443468931,6.040788818186789,577.2549019607843,224770.4482620929,229770.4482620929,1,31704.17121884631,17.1859
-74.39544782553095,4.663730195811251,1455.686274509804,91509.7730787317,96509.7730787317,2,46880.31227684557,-5.1076
-72.86957304502624,0.10206757645450892,225.88235294117646,385795.80047913885,390795.80047913885,2,36076.199253054896,22.2978
-73.51257103945589,0.7558685708749717,225.88235294117646,289800.868232112,294800.868232112,1,31657.25108750276,38.9331
-75.11725925121007,10.111470913997161,125.49019607843137,496503.0282156204,501503.0282156204,1,34020.133432457886,-15.2475
-76.60544261736908,7.6729670631241795,75.29411764705883,289254.9374269277,294254.9374269277,1,33789.54706077204,-96.3565
-71.2385376081273,2.637914189182662,200.7843137254902,478941.1991979806,483941.1991979806,2,34949.27266704425,-44.4107
-69.92589943170745,5.07093077766428,125.49019607843137,561015.3953192813,566015.3953192813,1,34489.68181816365,-9.6201
-76.30589236249185,6.9009453704101915,1656.4705882352941,203728.85312200003,208728.85312200003,2,34925.86939907486,-29.1858
-75.74297631626519,8.239935490084726,50.19607843137255,300775.82703336526,305775.82703336526,1,34473.27490148983,3.9057
-73.90404443596543,9.310340444957612,50.19607843137255,423433.4241139502,428433.4241139502,1,36947.152219275726,-39.4252
-72.9819604804276,-1.8639967216159379,150.58823529411765,490171.3032875055,495171.3032875055,1,31233.983896239584,-28.0135
-73.8209195331986,2.872882605073821,276.078431372549,226780.85019263643,231780.85019263643,2,35300.82177111309,37.7908
-74.60349496776806,2.738368932534299,1305.0980392156862,159145.50356473133,164145.50356473133,2,37783.90426630082,-5.3304
-69.09109498103878,2.9978082709871376,125.49019607843137,693027.7470260657,698027.7470260657,2,36179.29536037578,-44.0751
-76.11759919049739,9.142994925358149,75.29411764705883,408935.84455138224,413935.84455138224,1,27638.208681845415,-5.1135
-74.14874622924155,0.9286917462084912,225.88235294117646,217323.39929697488,222323.39929697488,1,31141.902374315858,-44.3321
-76.1930701479439,7.52633885589049,376.4705882352941,249247.4848393702,254247.4848393702,1,35733.90001998399,-100.6401
-74.3726697847132,5.096834938139766,1204.7058823529412,87992.25199698139,92992.25199698139,2,45434.67844920891,20.3577
-73.26581757807378,5.9590584606446875,2309.0196078431372,190568.2534936958,195568.2534936958,1,41646.32026211974,25.9336
-75.56494335837843,7.62028185039334,426.6666666666667,229148.42708610187,234148.42708610187,1,36715.971130148464,-9.5204
-67.84180557857842,2.1691253936711536,125.49019607843137,851149.3986222864,856149.3986222864,2,33730.40378934242,11.4624
-76.60026603072573,5.241337382489169,100.3921568627451,133890.36960473345,138890.36960473345,2,35205.94958866164,14.976
-73.60106032121806,2.827162292636058,276.078431372549,247224.2580167511,252224.2580167511,2,35493.74285626271,42.7491
-76.29275069464862,7.45636994647,727.843137254902,249118.7110243083,254118.7110243083,1,35593.94971588343,-129.7905
-68.81013607132219,5.724765715725184,75.29411764705883,680522.555861432,685522.555861432,1,37214.08691753049,5.7559
-72.10718452788083,4.19777528887122,150.58823529411765,341120.5032911493,346120.5032911493,2,33898.93002291297,-58.8254
-75.03543178272757,5.90380737638216,953.7254901960785,29532.2116163041,34532.2116163041,1,39616.44202891057,26.8588
