OBJECTID,SimboloUC,N°CartaColores,Descripcion,Edad,UGIntegradas,Comentarios,GlobalID,Shape__Area,Shape__Length
7249,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,2d4fcb10-b1a3-46aa-b1fe-bc1776fd78e7,0.0006147271905661,0.134618901485917
7250,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,26446374-3887-4eac-bb55-19a0719a0dad,0.000343395321323214,0.103028247649995
7253,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Arcillolitas de Colombia,,f2a3aaf3-23f6-46bb-a0a0-b2f871ed32fc,0.00241735488195616,0.335529257701699
7254,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,9058f08e-4dae-474d-8049-0a7d9a2bca7b,0.000230784807399687,0.0866750003346303
7258,E3-Sc,,"Arenitas conglomeráticas y conglomerados en la base y el techo; arenitas, arcillolitas y carbones en la parte media.",Oligoceno,Formación Amagá,,b3c410ed-b9fa-47f4-ba36-6c0c18b8398e,0.00135473458433921,0.274761599078017
7259,n3n5-St,,"Lodolitas y shales calcáreos, con algunos niveles de arenitas",Langhiano-Tortoniano,Formación San Onofre,,81a94531-82de-481a-a9a5-a3bcec8e96cc,0.00222631486730052,0.370025750943507
7260,Q2-l,,Depósitos paludales,Holoceno,,,7ed80a81-9564-4722-8a35-57a9b38fd1a3,0.00746075803254342,0.545349132512704
7261,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,6d9d09f9-74eb-421a-9a98-6b72bddb83ae,0.000174842526575958,0.0772189088392658
7262,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,4ad4c0e7-b1f8-4887-9465-7c43bf0bc0ec,0.00253343565929498,0.265976378370462
7264,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,ad54c7e4-b8b8-4619-8dc4-f76339d6ed11,0.000348011502609324,0.155838836295654
7266,N2-p,,Tobas de cenizas y lapilli intercaladas con lavas de composición andesítica,Plioceno,,,bc628322-4790-47ce-acaf-10aa610d4007,0.000696581161427901,0.189787682779302
7267,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,f121d5a3-650b-4879-9762-babc2a77b484,0.00145786672169379,0.307905304504671
7269,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,60ba4d0b-57d4-427b-89d0-2d420fa613c1,0.00888808511186312,0.488435384786056
7271,E3N1-Stm,,"Intercalaciones de arenitas localmente conglomeráticas, lodolitas y arcillolitas. Ocasionalmente, delgadas capas de carbón.",Oligoceno-Mioceno,,,554e1f65-850f-4389-beeb-9350b7ce2c8b,5.43999182696098e-05,0.0306678445847309
7272,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,4ec26229-6b19-482e-80f3-246cded875a9,0.00036316012344173,0.117572709519304
7275,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,,,e12cec0b-84cd-4095-80d2-f61f8476d3ad,0.000426784108867651,0.184978564590825
7277,k6-Stm,,Arcillolitas grises y negras y arcillolitas abigarradas con intercalaciones de cuarzoarenitas de grano fino a grueso. Frecuentes mantos de carbón.,Maastrichtiano,Formación Guaduas,,bcfd5c7f-b762-443f-8dd3-1405b53be12b,0.000359010645894386,0.192200707183224
7278,Q2-Vm,,Basaltos y andesitas basálticas,Holoceno,Lavas de El Merenberg,,58cfe08a-059f-4faf-a216-0704c6b934f0,0.000809219787171855,0.141003733446895
7281,K1-Pu,,Peridotitas serpentinizadas intruidas por diques de rodingitas,Cretácico Inferior,,,f8b6c9c7-86e8-4240-a2fe-2b84f40e1508,0.000184465021732194,0.0770530251305697
7282,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,1b019e37-54e3-4871-a642-4955c9f1bf18,0.000234332115098823,0.15667716519944
7285,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,734a2c9c-c226-4a56-a914-b83d50708c8f,0.000399997541833841,0.119589493592661
7288,N2-Sm,,"Lodolitas y arenitas líticas localmente calcáreas con concreciones nodulares, y en la base, conglomerados.",Plioceno,Formación Mayorquín,,38637e94-6ae8-427a-95cc-210b8aba0543,0.00458169465333924,0.610169454740905
7293,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,517bdf97-1884-44f1-9647-6d0f9930d6d3,0.000295071743380504,0.0889084316875226
7294,E3-St,,"Cuarzoarenitas de grano fino a conglomeráticas intercaladas con conglomerados, lodolitas y carbones.",Oligoceno,,,5e540ac6-56cf-4831-9243-93703941ed4c,0.00101787926698194,0.171805228921657
7295,DC-Sctm,,"Cuarzoarenitas, arcillolitas, lodolitas grises y, ocasionalmente, calizas y conglomerados.",Devónico-Carbonífero,Formación Cerro Neiva,,2a7e80ca-0cb5-4bb4-b60a-395dd4215db6,0.000462944927761555,0.177538044271416
7296,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,94446f32-eba8-4fa3-b670-09fc0fc648f6,0.000167171041056235,0.0707221217792113
7297,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,ca973dde-4685-4cb1-8495-94951695c8d1,0.000354801226990276,0.157474244835152
7299,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,,,b6b8084a-ae6a-4a6f-8c4d-2e06df88680c,0.000683241813934643,0.137488224163338
7300,C-Sctm,,Conglomerados y lodolitas grises intercalados con calizas y arenitas,Carbonífero,Lodolitas y Calizas de Granadillo,,c70dda8b-cc76-4a32-8040-cbf1d08ffaac,0.000502391147733761,0.183865861143878
7302,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,696944db-cd8b-416e-b3ff-5cba4164ae9f,0.00174568201117609,0.184040462508276
7303,b1k1-Sm,,Arcillolitas y limolitas negras con intercalaciones menores de arenitas y calizas. Segmentos de cuarzoarenitas de grano fino a grueso y conglomerados.,Berriasiano-Cenomaniano,,,8ff1f461-c65e-431f-9423-9b2ac1062292,0.000350927477370533,0.0917835949204459
7304,N2Q1-VCc,,"Arenitas feldespáticas y líticas; arcillolitas, y conglomerados con abundantes líticos de andesitas y dacitas.",Plioceno-Pleistoceno,Formación Mesa,,eee38996-c5ba-4093-bc54-6659eb0c8014,0.00146009308721773,0.291989872472477
7305,Q-t,,Terrazas aluviales,Cuaternario,,,7c04414d-2feb-412a-a13e-9c8405cfaa68,0.000582571887832728,0.160530113804118
7306,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,1a1f2e6c-2484-4dfe-b639-be7e785acfee,0.000419640663579912,0.101635905938915
7309,e8n2-Sm,,"Calizas, arenitas y lodolitas calcáreas.",Rupeliano-Burdigaliano,,,c54f8e31-314a-4b69-bd69-6ef70da5194b,0.00180801257630492,0.309836109670885
7313,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,25ab8202-ec97-4bb8-ad80-0a3bd66eda4f,0.000492956894191821,0.189290194901549
7316,MP-Pf1,,Granitos con textura rapakivi,Mesoproterozoico,,,900ddca2-51ab-4aee-a356-e91da0c90d0b,0.000178742395888776,0.0547535034807808
7317,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Monzodiorita de El Astillero,,698a08a0-5370-45c6-b827-26c28afcf0ce,0.00166728351695156,0.235123033069257
7318,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,24ddcac0-dd49-40b7-b1c1-33607c56958d,0.000622638422157706,0.234069614254826
7320,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,68a56a60-1bdf-4106-b156-a6b49c1242a8,0.000506742924557102,0.167379112238839
7321,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Guaduas,,09651a29-bc51-4487-a064-2e03899ce17d,0.000563702612680572,0.129238658248478
7324,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,64e9e13a-5bc9-4ad4-a987-81d9651750a9,0.0025053788999827,0.487286947600539
7325,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,39675554-9e43-45c2-92a1-dc8482cd06ce,0.000283420763878439,0.0798952807649968
7330,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,65d89eca-c280-4db8-aeeb-f401c9bf8310,0.00259149956939098,0.311519987845395
7331,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,7c71a452-b144-4c62-a1a5-4c100c490b29,0.00123762390387583,0.495092164705923
7332,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,2ff485ee-46d7-4108-a112-8559c2f604a2,0.0244920038007166,1.85728021009815
7334,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Basaltos de La Clara-Río Calle,,22474575-d833-4c49-9d9d-40138c822c89,0.000234659835001594,0.139124972010756
7335,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,af4ba1b4-91e1-46cb-b15d-88c5b9ce8487,0.000399809383992533,0.101050234892797
7336,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,,,df01a2ad-6f6b-42ae-b107-208883cd4a6c,0.00483960207583323,0.818577354743896
7338,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Ofiolita de La Tetilla,,df65dd18-5c6f-4a1d-a4f7-97e7504109a7,0.000721588517478722,0.291682806302081
7341,k2k6-Sm7,,"Lodolitas; arenitas lodosas y arenitas líticas; cherts; calizas; tobas, y aglomerados. Localmente cataclasitas.",Turoniano-Maastrichtiano,,,1b4fda5d-4a0f-4e9d-b23f-44b99287a6e3,0.0219216569528982,1.88257364385102
7344,K1-Pu,,Peridotitas serpentinizadas intruidas por diques de rodingitas,Cretácico Inferior,,,a41d6f00-6123-4b5f-b176-dede46e64754,0.00049906953614709,0.351902881863273
7346,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,d372a9cf-a5b8-46b4-9ce1-e5365cd673e2,0.0242194498660524,0.843078850092906
7347,Q2-l,,Depósitos paludales,Holoceno,,,a88cf357-65eb-43b3-b842-be331146af84,0.00561668768298773,0.688305331237294
7349,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Noreán,,af5d72ff-6250-4cad-bde7-30f9ba7d6928,0.000881254563239509,0.168736146992587
7350,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,518af82a-2bd7-428c-9507-c1602e3ec228,0.00201226353837569,0.332551878120891
7351,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,8f1b1c27-7734-4845-8db5-a18f2bebcecd,0.000404115461009269,0.0828615814802869
7352,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Formación Silgará,,81cbcb31-9499-4c3c-a5ec-32dcf5324ba8,0.00132050051206534,0.291223667432084
7353,Q1-l,,"Arcillas, turbas, y arcillas arenosas con niveles delgados de gravas. Localmente, capas de depósitos de diatomeas.",Pleistoceno,Formación Zarzal,,5eac4b39-53e9-4465-b69d-8a9c27830c2d,0.000306541980933162,0.118263394646881
7356,MP-Pf1,,Granitos con textura rapakivi,Mesoproterozoico,,,aa01fda8-68ac-4fa9-a2a0-bdb422674f96,0.000353220308426216,0.0811034671440626
7357,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Formación Honda,,23512c4f-9b01-4feb-a6cf-7c87294161d8,0.000190240404236874,0.0723571858609409
7358,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,eb9fd2b4-549c-4536-aa5b-3600d82282f0,0.000285563045707704,0.110046753212425
7359,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,eb36019a-e404-477a-a940-0f09e46e1ed6,0.00375499414161595,0.781830743144238
7360,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,3ae8f8b3-0db8-454f-871b-3bff8fff3fe4,0.000349931327207287,0.0849220923173204
7361,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,80ad7ca9-fe5d-4dae-8ca3-460f2e369d12,0.000218138532630974,0.11878970030754
7363,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,51d360cc-f55f-4e98-b690-e756d3303395,0.000204837621822662,0.0676540809908222
7364,K1-Pu,,Peridotitas serpentinizadas intruidas por diques de rodingitas,Cretácico Inferior,,,4602e694-8f87-4b39-9739-692b68743851,0.000899898345721795,0.307038110842328
7367,T-Pf,,Ortogneises graníticos,Triásico,,,a67651ed-017c-4d58-add8-fc2b14b86b8c,0.0010966843453275,0.232280974670817
7368,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,29b62729-4012-4e0b-9a9a-75d796919998,0.000209679875780466,0.0663828623067945
7369,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,33f628b6-a21b-4e25-807e-7a0b3c08ca0b,0.000699322897901311,0.19638519153958
7371,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,632fe398-3274-49c8-960d-fb00f945befd,0.000161828062374525,0.0651209719881129
7372,Q-t,,Terrazas aluviales,Cuaternario,,,77c33ffc-5f7c-43b0-907a-673873c53467,0.000294559234305325,0.120597177232528
7373,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,722f8155-fb65-495f-a964-adea15f63880,0.000518232495892335,0.173417296856572
7374,N1-St,,"Arcillolitas, limolitas, arenitas y conglomerados",Mioceno,Formación Esmita,,6bb5527f-ac73-4df6-887d-b6bec9ee0439,0.00222941356976492,0.230160286628533
7375,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,cade663e-e31e-4a70-8091-7e7de63c9474,0.00312306435385779,0.387359274809207
7376,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,ab7446b7-a0c8-4b66-bc41-06216d5a672a,0.00409840434868869,0.574683709295697
7378,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,,,ea480288-cb68-4ce1-bbf3-59d09255b532,0.000308157567857847,0.138750959414498
7380,E3-Sc,,"Arenitas conglomeráticas y conglomerados en la base y el techo; arenitas, arcillolitas y carbones en la parte media.",Oligoceno,Formación Amagá,,88a138cf-3f10-4a4c-aa67-54739b443f56,0.00174446641639747,0.253795412453675
7381,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,Formación Tubará,,9610be4c-d38f-4aa2-90cc-f96d6dd57744,0.000433876824274648,0.0904342630007749
7384,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Bocas,,7074b641-e381-4b32-8437-e502651383c6,0.00229244894683234,0.466277851522586
7385,Q-t,,Terrazas aluviales,Cuaternario,,,57dc1d69-2745-468c-9fae-7399ff40eacf,0.00147410991110064,0.353558476069958
7388,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,5f91be1e-bf76-490c-9aa7-4e6a3b915a3d,0.000529793815019275,0.119670149993786
7390,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,7b73a54c-e542-4068-b259-23639aa930c9,0.00636623906544287,0.592948337504847
7391,n6n7-VCc,,Basaltos y andesitas basálticas porfiríticas con fenocristales de granate intercalados con aglomerados y tobas. Predominio de epiclastos hacia el este.,Mesiniano-Zancleano,Formación Combia,,49bee35e-9d5a-4abc-b7f3-a93739fcad5b,0.00621635576769108,0.459901715839446
7392,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,ac1b671a-3fcb-4c14-bc84-1e7311f8f053,0.00131688278651154,0.208833330009319
7395,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,a7bb1b17-8e72-46fb-a33a-a2d77383d485,0.000203474353611455,0.110543829064086
7396,k6-Stm,,Arcillolitas grises y negras y arcillolitas abigarradas con intercalaciones de cuarzoarenitas de grano fino a grueso. Frecuentes mantos de carbón.,Maastrichtiano,Formación Guaduas,,27311131-f7df-43bf-b99a-ec5116803004,0.000145226135060739,0.0745374530191912
7398,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,846ec47e-a1ab-433f-88c9-27b1903f940c,0.000905281518214451,0.197568310760662
7399,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,Grupo Gualanday,,9f9ac946-7b80-4296-8cb4-df0d69a5b794,0.000391869432064595,0.100723749708112
7403,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,9d090861-fad7-4a55-9251-520efc52df13,0.000115150768806416,0.0954026928172506
7404,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,c87b43dc-014e-491f-a5ea-5da5b93aeb4d,0.000297937660803882,0.0839878240327715
7406,n6n7-VCc,,Basaltos y andesitas basálticas porfiríticas con fenocristales de granate intercalados con aglomerados y tobas. Predominio de epiclastos hacia el este.,Mesiniano-Zancleano,Formación Combia,,235e05f2-6382-4fb3-9271-0b179b90b641,0.00024776390370107,0.062058902082046
7407,J3-Sc,,"Capas rojas constituidas por arenitas, conglomerados y limolitas.",Jurásico Superior,Formación Girón,,24279949-329a-4d22-8712-ae69e87c4f42,0.00367789082758918,0.35174480139882
7408,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,289f327c-bbeb-47e8-a46c-5fac1c955242,0.000724827019055851,0.10877461306706
7409,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Conglomerados de Guamachito,,2e5625f9-8252-4e51-92b3-a095352ee163,0.000290741936566974,0.0700966096866085
7417,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,Stock del Cobre-Bolívar,,5825d152-ab5a-4164-932d-5046ed8dddb4,0.00027010791733062,0.0678552973749068
7421,T-Mmg3,,"Gneises cuarzofeldespáticos algunos con sillimanita, cordierita y hornblenda; anfibolitas; migmatitas; esquistos, y mármoles.",Triásico,Anfibolitas de Padua,,3be1f7d8-012c-4b21-add4-a9a9c05e8578,0.000410980085035817,0.195160876667079
7423,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,,,bc18577f-e147-4e4c-a03c-38b87aadd13c,0.000178538120863436,0.092390755699788
7426,n5n6-Sm,,Arenitas líticas de grano fino con concreciones calcáreas intercaladas con limolitas y arcillolitas,Tortoniano-Mesiniano,Formación Sierra,,de1ba91f-288f-4951-83ac-74dd81bf0445,0.000591321406915313,0.126921331273513
7429,k2k6-Sm,,Lodolitas negras y calizas bituminosas intercaladas con cherts negros,Turoniano-Maastrichtiano,Formación La Luna,,bbc7342c-cd55-40fc-bd34-b6bb56f8d85d,0.000743825344500237,0.224862125190996
7432,Q-g,,Depósitos glaciares,Cuaternario,,,9cae64bc-bbeb-4d42-b793-1d66b9246e60,0.00170212585283025,0.36949702330071
7438,K2-Pu7,,"Harzburgitas, lerzolitas, dunitas y websteritas en interbandeamientos cumulíticos con gabronoritas. Las dunitas se encuentran serpentinizadas.",Cretácico Superior,,,431823f0-aa35-4314-a220-fe19f43610b3,0.00082930647162982,0.149628460518912
7443,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneis de Bucaramanga,,27fa7449-8e0d-4c43-bf31-bea15068aa08,0.00714036186309386,0.611485517489266
7445,T-Mmg3,,"Gneises cuarzofeldespáticos algunos con sillimanita, cordierita y hornblenda; anfibolitas; migmatitas; esquistos, y mármoles.",Triásico,,,0a4a196b-48fc-4536-baf3-1307d188f44d,0.00382147305595026,0.490750137430321
7447,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,f91bc3db-2374-4178-8fcf-123c9cbba48c,0.0015096909786223,0.366983861088569
7448,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,28f3fedd-f364-4d7f-aaef-6e1a007af1bf,0.000492175251139315,0.125758663123723
7451,b2b6-Sm,,"Shales con yeso, cherts, calizas y arenitas.",Valanginiano-Albiano,,,f71decf3-c135-4bec-93fb-374116d1419e,0.000797267005452795,0.148782729085614
7453,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Formación Quibdó,,8f6fd625-9255-4c6a-976e-e0760434a67e,0.0164219369018781,0.711640519608501
7455,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,8ad9a344-d011-42d4-838d-47914ea1d154,0.000218778987203905,0.0945247148300215
7457,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,e9e889fb-4853-4f9a-ba06-80fe5d178bc1,0.000533099539069326,0.198956666835008
7459,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,1c2cb68e-9907-4a5d-9799-312514584364,0.000305489110175472,0.162511152148463
7460,K2-Mbg8,,"Filitas; esquistos cuarzosericíticos, cloríticos, anfibólicos y grafíticos, y mármoles.",Cretácico Superior,Esquistos de Gaira,,5d0e8d76-0eb8-463e-9624-c8cd5b790c7e,5.22338655741805e-05,0.03590758044967
7462,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,e3e69643-20bb-4edd-a98d-9ce27f97313e,0.00155460240827665,0.171159441352015
7463,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,Formación Bogotá,,d6392500-af30-41ad-a234-0e5153b9413d,0.000811341435223767,0.182874460506854
7464,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,,,34eecedd-7914-430a-9a0a-458e556ade86,0.00299747536811878,0.300726834607876
7466,E1-St,,"Arenitas de grano fino a medio intercaladas con lodolitas y mantos de carbón. En ocasiones, calizas y arenitas calcáreas.",Paleoceno,Formación Los Cuervos,,04819d71-9bee-4e07-94aa-58bc8317ff40,0.000431263333894094,0.108198664628107
7467,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Guatapurí,,733757b0-47d2-4603-b9e0-a90e17c43fb6,0.000888714566372073,0.212622469471439
7469,E3N1-Sct,,"Lodolitas, arenitas líticas e intercalaciones de conglomerados ferruginosos. Presenta costras de yeso y capas de carbón.",Oligoceno-Mioceno,Grupo Orito,,d7fcaaf2-6a55-45a5-82c3-f11cf5f09a93,0.00311962995992587,0.364961185099867
7470,ρT-Sm,,"Metarenitas, metarenitas conglomeráticas y metaconglomerados con líticos de rocas metamórficas, e intercalaciones de lodolitas.",Pos-Triásico,Rocas Sedimentarias de Santa Teresa,,2e652ef3-58f4-4618-8ed8-0904294f8dff,0.00127445837756568,0.225116004756519
7472,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,88f4449a-c724-4b8f-abfe-4ad56f316701,0.000253526127892201,0.123917453480589
7473,b5k1-Sm,,"Calizas, lodolitas oscuras y cuarzoarenitas.",Aptiano-Cenomaniano,,,b208eef5-4c3c-4934-88d8-f605c745bf2f,0.000223577390443097,0.067735214426372
7479,E3-Sc,,"Arenitas conglomeráticas y conglomerados en la base y el techo; arenitas, arcillolitas y carbones en la parte media.",Oligoceno,Formación Amagá,,936f80c3-b92b-42eb-afd6-309be06c3a55,0.000355462887000613,0.149676406979571
7482,Q2-Sm,,Arrecifes coralinos,Holoceno,,,eeb0b0c5-8d5c-4da5-9d80-d09f308ae280,3.8430032418546e-06,0.0128794631587924
7487,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Arcillolitas de Colombia,,c0fbdedb-627d-40cf-afa4-8d189e1f4a63,0.00523522596748194,0.305169833106327
7488,E1E2-VCm,,"Basaltos; brechas; aglomerados y tobas intercalados con cherts; limolitas; lodolitas calcáreas, y calizas.",Paleoceno-Eoceno,Complejo Santa Cecilia-La Equis,,51338d1e-3cd1-49ef-9b2f-7084a134e561,0.000617137245228605,0.124300293986451
7489,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Guaduas,,fb1eb538-33f1-4bd0-a44a-12fb61d13c1c,0.00105719821286243,0.244336697746326
7491,K2-Pm7,,"Gabros que varían de olivínicos a cuarzogabros, a través de noritas y gabros hornbléndicos.",Cretácico Superior,,,3106eab3-e118-4ecf-93ae-efb99209dcb4,0.00012818062926101,0.118516978094333
7492,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,,,d96ac89d-246e-41c2-a78c-ada9ff5ca9d3,0.000377892361967724,0.0796941422727602
7494,Q-g,,Depósitos glaciares,Cuaternario,,,c5343113-92c3-4c00-90a1-b6a008ec1186,0.000288982741423638,0.126283157733427
7495,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,f65d9337-f421-4aba-9032-8700d47ae975,0.000233161549459737,0.166142460633572
